Factor1,Factor2,Factor3,Factor4
0.20813747066682844,0.6663441991731959,-0.3917318229201116,0.24299852854803644
-0.1341292764858045,0.3164781118618715,-1.390194139706021,-0.04784920070371946
0.8245889779387031,1.734873063329346,-0.1129222580346669,0.22555420872406023
-1.286435587320169,-0.024925700921364823,1.1624708827440307,-0.42995003207857907
-1.1206682419890872,-1.354130224911482,1.0147767355676,-0.5049083753857776
0.2093538111494778,0.05165757727923951,-0.32675138985092467,-0.4387719728660537
1.7907604886908528,1.2612233574188283,-0.44261789824155046,0.4972211706028337
0.1974308144584525,1.1508113197090195,-0.5629475494775787,-1.234886052455551
0.7529561677623087,1.3393849470744585,-1.6431945610301313,-0.6677815616906266
0.6887187390712106,0.9782820629558991,0.8700698220364007,0.01945398546952591
-0.7269987492174365,1.1735586893987375,0.47707265991233694,-0.6685891694051019
-1.5054875555471474,-1.5874974142886797,1.5535686409905765,-0.812093294847276
-0.12486276653444131,0.16031970945931773,0.3179657904736769,-1.22215100455364
0.9134561700147241,0.21827681250159064,-1.0770684712457965,-0.6353945939550131
0.42387625366434944,-0.4837401852587952,-0.1435186588633022,1.1672519925028497
0.5262785813115055,1.4349802834731338,-1.8262085717113912,-1.812038722670113
-0.14274751164310287,-0.2079693617771021,-1.0443599792071814,-0.46609735114672557
-0.06549204484454457,-0.08528864755740571,-0.4510933615454723,0.17374625525450646
-0.9607158542648006,-1.3601841370789138,-1.2343971368097941,0.796537693948384
-0.9473774107681103,-0.02119420080748562,-0.403636922465405,-0.8891896373124688
-0.495733044898252,0.7097239252982617,-0.3406728837787151,-0.8039508740509672
-1.417492966458395,0.4472507221649328,-0.9144494337553937,-1.6329837882828904
0.5300373426511024,-0.2810911319745579,-0.14502968723132967,0.5614138101434549
1.230697394766181,0.6158581129117201,0.8208854539542778,1.7957391574433355
0.4960908941219219,-1.0635423864366016,-0.3351458943394864,1.1342151314319253
0.37920978846689396,0.2882248787189362,1.4356604456193098,-0.6920067028363796
-1.1322382432700573,1.2909485912555014,0.3836549139705984,-1.0459245132070818
1.8877992739673672,-0.030433275594321928,0.7513290378017559,1.2802739993744598
-0.5223289553694218,0.04782539202232302,-1.292602590196624,0.5426398777246383
1.019474560321371,1.1188674161937655,0.5244826601397117,0.5720170342944111
1.3824512678663765,0.15319001161897344,1.9752046804331111,-1.298255731681226
-1.4504317559311646,-1.0213350296432127,0.6897464354587005,-0.7520076431326607
0.9531409434879587,0.0037410379078764043,0.2818996081471363,-0.16023215817014674
0.178567366335173,-1.753539995703114,1.8637777509050617,-0.8680067025957783
0.3556881794983613,-1.1391099002700562,-0.5026690329450979,0.35520015902608504
1.0702952250232285,0.6845389100437544,1.1058694287383577,-0.8628394252037468
-0.9116692928779454,0.2521515551807511,-0.23299920912536284,-0.22175202518660495
0.22572734226703223,0.5530126490683429,0.16477921839845547,-0.2765956682420771
0.739235355572645,-0.27093998226364563,0.6215683512422812,-0.44923967035644397
-2.906258065420022,-1.1526288475011006,1.1511381336884763,-1.2318336158010088
-0.34648870634709683,0.6293011480866393,1.3150047310030815,0.06021970889096516
0.6863436033650638,0.42195275578031016,0.7542002084957293,0.746000945757851
-0.17261604082367663,0.08150870212992223,1.2031648371601193,0.7831392333701506
-0.7315436259487277,0.47142085675890255,-0.3634676087907235,0.4367439086059329
-0.6887263642786532,-0.5326201651408369,0.19358599952561376,0.8586306694297346
-1.1350972904958048,-0.6131789508521108,-0.3334676439788825,-2.338548636590889
-1.6317570099880436,-0.12442161027766603,0.4831900282500727,1.7194528569998797
1.686860716975203,-1.3909975542676654,-1.7958436972578355,0.68499289015048
0.8624922358653657,1.8994774647094037,0.45626101497575716,1.511612672424217
0.6960986098558538,0.6687068528095079,-0.08560694903529077,0.7734803382103211
0.5210575550838479,0.10808902221214194,2.3125198777510065,-1.0978973099585094
-0.5285899243959166,-2.1614033221895976,-0.013069157109597595,-0.2850752242046184
1.2574088943822601,0.09226923481132807,-0.26546880737078327,0.2506324628691332
-0.4832276853080492,0.8838275421209434,1.0928634492517109,0.1996603720581402
-0.9456576428410052,0.4546417340106971,-0.33062514612392035,-0.5963791238378457
0.6386252134988624,0.7290216593014249,-1.4536794329833043,0.6635223491109858
-1.7446947981738254,1.1699877048454017,0.35007694420589064,0.8062896561408921
-0.569147952928961,-0.28800885254573555,0.4853235974245523,1.2579012774015026
0.07716171688773009,0.8929933821529762,0.186002539131118,-1.3967494839819434
3.076522609922864,3.7100298201929798,-0.2995417278438282,-1.2556797186250614
-0.9929101281711383,-1.2994178858279528,-0.8127583897296606,0.6677591334121189
-0.640126152062154,-0.7344853137394106,1.4382567165124454,1.4613515017216023
-0.4484578117045818,0.9163219273461295,-1.5004173376533476,-1.0188692554298031
0.47267153294640185,-0.9850038358956333,0.2969034909560369,0.5017228821049589
-1.5723263540183003,-0.8139211901622634,-1.1185385261537732,0.16732956042123612
-0.8776330385065741,-0.9876695137902283,0.0726458114013507,2.2069614903068917
-0.07016237408965464,0.3059167921649353,-1.7326752192225026,0.7203159691659238
0.8694238965973258,-0.9177924432104587,1.0992547119046319,1.899972461011909
0.4621200497362929,-0.1681990615699969,-2.411769828128108,-0.9089667165569353
-0.44860777253551837,0.4469767673297125,1.1932546231610481,1.0558147169100016
-1.9801630247176467,-0.5624702099521066,0.022609788763255197,0.27402496896066725
2.026867887761537,0.6464147971328501,-0.5298798302080615,1.1077888576015353
-0.5079615702605395,-0.724998318483154,0.21085571286293353,0.5957017652305089
0.13366621367329873,-1.2016476522843604,-0.1326399200847076,1.7468443429022615
0.16824010364365127,-0.5637718903784632,0.12766814386348124,-0.8817154121846908
0.06116239498766548,-0.33440379820276034,2.048555083218652,1.1362130526497425
1.1162650523535271,-0.14025750844212112,-0.26578424121429145,0.6073066950554534
0.2882391297136777,0.6830562946163091,0.5151131792841404,-2.0457371053266384
0.04366692533826161,-2.1333517319777693,0.14389526272408143,0.7726352650761595
0.9825530682864878,-0.03717854999191446,0.3821272025441273,-0.0393225409709941
-0.5389063053711932,-2.401416176607124,-1.1015801000614382,1.115931920413627
-1.100947661282016,0.42035267928251274,0.7985597353697753,0.017437288066490485
0.6971458470716699,1.0852275888379168,-1.336317991987853,-0.19093408874640583
0.8409598086797712,0.1260143071627782,-1.1850731718899514,-0.2569741475613345
-0.7645597299416461,-0.5692478352604627,-0.467215565080334,-1.6790008415336393
0.21603088432654508,-1.5737676447421016,-2.306467737355788,-2.057981660619776
-0.09418007299656352,-0.3978509320357598,0.30828614178285385,0.003506537026965669
